"Latest: Time (s)","Latest: Temperature (°C)"
104,34.3557184183
104.5,34.4335795291
105,34.4860116061
105.5,34.5549538687
106,34.6299320582
106.5,34.710956849
107,34.7845231942
107.5,34.9002126562
108,34.9708800126
108.5,35.0355678032
109,35.1153452402
109.5,35.1770949639
110,35.2298325519
110.5,35.2946554348
111,35.3429180348
111.5,35.413838493
112,35.4863109009
112.5,35.5618495829
113,35.6117313486
113.5,35.6828113536
114,35.7524205845
114.5,35.8084406727
115,35.8872172381
115.5,35.9478511378
116,35.9963812912
116.5,36.067697315
117,36.1193155118
117.5,36.1907088871
118,36.2393430707
118.5,36.2895192046
119,36.3473257743
119.5,36.4021176894
120,36.4569368077
120.5,36.5209270349
121,36.5605588024
121.5,36.6154573826
122,36.6688576628
122.5,36.7207575282
123,36.772682468
123.5,36.8399168866
124,36.8873120957
124.5,36.9469684505
125,36.9944116732
125.5,37.0464708188
126,37.090894678
126.5,37.1414690022
127,37.1890006594
127.5,37.2380885123
128,37.2871997573
128.5,37.3378703483
129,37.385492876
129.5,37.4469742235
130,37.4915715143
130.5,37.5515782463
131,37.5977616368
131.5,37.654750485
132,37.7163966883
132.5,37.7703685138
133,37.822826498
133.5,37.8552409679
134,37.9061996078
134.5,37.9989197428
135,38.040672623
135.5,38.0932759188
136,38.1242324143
136.5,38.1691370082
137,38.2233601833
137.5,38.2636601496
138,38.3194882294
138.5,38.3536215335
139,38.4110552897
139.5,38.4452216514
140,38.4964944521
140.5,38.5338013576
141,38.5695677657
141.5,38.6193525336
142,38.6582654204
142.5,38.7158864665
143,38.7532814862
143.5,38.8125213193
144,38.8421555638
144.5,38.8952092062
145,38.927993031
145.5,38.9670367828
146,39.0186002421
146.5,39.0561193833
147,39.1030402389
147.5,39.1421596326
148,39.1703361471
148.5,39.2173167006
149,39.2502177834
149.5,39.2941047877
150,39.3286026316
150.5,39.3615449081
151,39.4164759668
151.5,39.4415986963
152,39.4792962346
152.5,39.5170099527
153,39.5515951198
153.5,39.6097919569
154,39.6302487173
154.5,39.6680276865
155,39.7042479639
155.5,39.729453612
156,39.7688521538
156.5,39.8003839448
157,39.8350822581
157.5,39.8524366692
158,39.8934701486
158.5,39.9203103665
159,39.9455794503
159.5,39.9771763328
160,40.0214316769
160.5,40.0514752233
161,40.098934097
161.5,40.127422211
162,40.1527530547
162.5,40.1828433269
163,40.2224522024
163.5,40.2493969194
164,40.300139922
164.5,40.3271096818
165,40.3525009564
165.5,40.3794876738
166,40.4191899507
166.5,40.4334874227
167,40.4620897725
167.5,40.5018316772
168,40.5272765416
168.5,40.5527292661
169,40.5829646081
169.5,40.6275422585
170,40.6546190967
170.5,40.6801113709
171,40.7103937866
171.5,40.7502562192
172,40.7757784299
172.5,40.8092885096
173,40.8348292989
173.5,40.8619752214
174,40.9051080897
174.5,40.9306791983
175,40.9546594919
175.5,40.9722495874
176,41.0058413842
176.5,41.0378466644
177,41.0618590275
177.5,41.0970902208
178,41.1323369856
178.5,41.1900472146
179,41.2253352454
179.5,41.2413804581
180,41.2670595705
180.5,41.2927470331
181,41.3184428632
181.5,41.3425403186
182,41.3634307521
182.5,41.3923651409
183,41.4197018653
183.5,41.4454392642
184,41.4711851337
184.5,41.4985494211
185,41.5227023549
185.5,41.5484737415
186,41.5613626364
186.5,41.5903704683
187,41.617776712
187.5,41.6516448712
188,41.6629375522
188.5,41.6839140518
189,41.7161967219
189.5,41.7436476235
190,41.7630306251
190.5,41.7824185135
191,41.8082766461
191.5,41.8309096636
192,41.8584016049
192.5,41.8826674057
193,41.895612317
193.5,41.9312221467
194,41.9522721394
194.5,41.9619894836
195,41.9862882756
195.5,41.9895287014
196,42.0089741592
196.5,42.0186987561
197,42.0462585535
197.5,42.0640967062
198,42.0803168574
198.5,42.1014082564
199,42.1306214579
199.5,42.1419852025
200,42.1679659114
200.5,42.1777109886
201,42.2053288981
201.5,42.2297060738
202,42.2622212985
202.5,42.2817372072
203,42.2996312613
203.5,42.3289216818
204,42.3517110652
204.5,42.3793932536
205,42.4021980776
205.5,42.4217506349
206,42.4413083378
206.5,42.4722852429
207,42.4804392111
207.5,42.5000123973
208,42.5195907602
208.5,42.550600441
209,42.5620283429
209.5,42.5848894581
210,42.6077576657
210.5,42.6110251322
211,42.6306329782
211.5,42.6371700885
212,42.6616894319
212.5,42.6862169653
213,42.7058448994
213.5,42.714024757
214,42.7222055284
214.5,42.7451165537
215,42.76476029
215.5,42.7762215754
216,42.7925979622
216.5,42.81225448
217,42.8188078305
217.5,42.8401102924
218,42.8483052069
218.5,42.8728954917
219,42.8942138043
219.5,42.8991343038
220,42.910616767
220.5,42.9253826054
221,42.946716351
221.5,42.9713400247
222,42.9811918415
222.5,43.0008995047
223,43.0025420526
223.5,43.0206125472
224,43.0354008643
224.5,43.0551233403
225,43.0156837818
225.5,42.9696981857
226,42.9319461658
226.5,42.9532818449
227,42.9811918415
