"Latest: Time (s)","Latest: Temperature (°C)"
89.5,3.71607651415
90,3.72706441356
90.5,3.74171094949
91,3.79842323728
91.5,3.83132164943
92,3.83314866645
92.5,3.83497561274
93,3.83314866645
93.5,3.83314866645
94,3.83862929322
94.5,3.84410928383
95,3.85506735773
95.5,3.86602289058
96,3.88245143069
96.5,3.89340062151
97,3.89704978887
97.5,3.90617147673
98,3.91346756207
98.5,3.91893888866
99,3.92258608873
99.5,3.92987964691
100,3.94446339792
100.5,3.9572205029
101,3.96633062173
101.5,3.97543899296
102,3.99000875537
102.5,3.99911258931
103,4.01549509993
103.5,4.02823315433
104,4.03369127736
104.5,4.03732967855
105,4.05006189489
105.5,4.06279071083
106,4.07188064243
106.5,4.09550636409
107,4.10822306646
107.5,4.12093638563
108,4.13183082643
108.5,4.14090763215
109,4.15179752714
109.5,4.16449927514
110,4.1771976565
110.5,4.18263879025
111,4.19714546272
111.5,4.20802258927
112,4.22252159205
112.5,4.23701621976
113,4.25512836039
113.5,4.26780280229
114,4.27323368439
114.5,4.29495109041
115,4.29676043244
115.5,4.3039971215
116,4.32389241869
116.5,4.33474094238
117,4.34920185017
117.5,4.36185159482
118,4.37269159913
118.5,4.37991691911
119,4.38172308051
119.5,4.38894705205
120,4.40158640871
120.5,4.4106125014
121,4.42505075338
121.5,4.43768069764
122,4.44489633247
122.5,4.45932438457
123,4.4791559598
123.5,4.49357384251
124,4.49537577731
124.5,4.50438445025
125,4.51159018796
125.5,4.52419766308
126,4.53500147343
126.5,4.54940282913
127,4.56739854507
127.5,4.57639391492
128,4.58538762776
128.5,4.59258140587
129,4.60337008763
129.5,4.61056121951
130,4.61595387452
130.5,4.61954864759
131,4.63033138238
131.5,4.64650103239
132,4.6518897296
132.5,4.66086957486
133,4.66984777532
133.5,4.67702915228
134,4.69138875329
134.5,4.70036137102
135,4.71471415052
135.5,4.72906273908
136,4.73802848106
136.5,4.748785215
137,4.75416270043
137.5,4.75595506505
138,4.76670788291
138.5,4.77745835407
139,4.79357966558
139.5,4.80253367312
140,4.81864679368
140.5,4.82401666547
141,4.83475465812
141.5,4.84727936801
142,4.85622364732
142.5,4.86695464826
143,4.87410735642
143.5,4.875895372
144,4.88304678874
144.5,4.91342879991
145,4.94736315859
145.5,4.95271909609
146,4.9545042803
146.5,4.9545042803
147,4.9545042803
147.5,4.96342923976
148,4.96342923976
148.5,4.97770584363
149,4.98127435448
149.5,4.99019451224
150,4.99911307195
150.5,5.01159637318
151,5.02585917521
151.5,5.03477135516
152,5.04368194328
152.5,5.05793557639
153,5.07040416913
153.5,5.07752768262
154,5.08999138936
154.5,5.09533202729
155,5.10245199121
155.5,5.11490949154
156,5.12914284136
156.5,5.13981520123
157,5.15581948319
157.5,5.16648616905
158,5.17359603399
158.5,5.18425894453
159,5.19136629457
159.5,5.20557798067
160,5.20913027474
160.5,5.22156132926
161,5.2428645696
161.5,5.25528730108
162,5.2677069724
162.5,5.28367063003
163,5.29431026465
163.5,5.30140210949
164,5.31735512264
164.5,5.32267167531
165,5.33330310465
165.5,5.34393230106
166,5.35455926663
166.5,5.36518400344
167,5.38465690592
167.5,5.39881432336
168,5.40766070468
168.5,5.40942979605
169,5.42181171099
169.5,5.43242238056
170,5.44126291421
170.5,5.45363708113
171,5.467775304
171.5,5.48720895595
172,5.4995719695
172.5,5.51193198791
173,5.52075874054
173.5,5.522523908
174,5.52781904439
174.5,5.54017222901
175,5.54722985148
175.5,5.55605051009
176,5.56310594213
176.5,5.57545060836
177,5.57897710925
177.5,5.59660597326
178,5.60189345023
178.5,5.61775261103
179,5.62832266231
179.5,5.63712937631
180,5.64769544038
180.5,5.66001977012
181,5.66530072153
181.5,5.67586099813
182,5.69345664549
182.5,5.70752883645
183,5.71808045876
183.5,5.72687182839
184,5.73917722977
184.5,5.74445007532
185,5.74796500656
185.5,5.75675128831
186,5.76202234022
186.5,5.77958863237
187,5.79890466625
187.5,5.80417142477
188,5.81821349657
188.5,5.83751513562
189,5.85154818144
189.5,5.85680959563
190,5.8655774348
190.5,5.93566697862
191,5.99691810988
191.5,5.99691810988
192,5.99691810988
192.5,5.98992161496
193,5.98117467915
193.5,5.98117467915
194,5.99167082647
194.5,5.99691810988
195,5.99691810988
195.5,6.01090829226
196,6.02314663419
196.5,6.02839076221
197,6.0406250195
197.5,6.05984451291
198,6.07381790422
198.5,6.08254938511
199,6.09651673591
199.5,6.10698981328
200,6.11048037551
200.5,6.11920576769
201,6.13316338635
201.5,6.14711730582
202,6.16106753067
202.5,6.16804125904
203,6.17327095026
203.5,6.18372877788
204,6.18895691477
204.5,6.19244205176
205,6.19941163587
205.5,6.2133480465
206,6.22031487415
206.5,6.22553939263
207,6.23772792966
207.5,6.24991366063
208,6.26731698606
208.5,6.2794959149
209,6.29515043015
209.5,6.30210651073
210,6.30558420935
210.5,6.31427745988
211,6.32992172819
211.5,6.33687325914
212,6.35251088386
212.5,6.36814391698
213,6.38203609688
213.5,6.39245285696
214,6.40286758356
214.5,6.40980960583
215,6.41501553032
215.5,6.41848586477
216,6.4306302606
216.5,6.43756867669
217,6.44797461319
217.5,6.46357972451
218,6.47398060582
218.5,6.48784530751
219,6.50690342028
219.5,6.51902778692
220,6.52595476744
220.5,6.5432683126
221,6.55192299463
221.5,6.55365376393
222,6.56922818295
222.5,6.58133850577
223,6.60036351521
223.5,6.61073796436
224,6.6211104191
224.5,6.63320909806
225,6.63839341667
225.5,6.64357723791
226,6.65567088787
226.5,6.66430755374
227,6.67121589393
227.5,6.6867564367
228,6.69711432198
228.5,6.70919602024
229,6.72472567872
229.5,6.73852609026
230,6.74542498122
230.5,6.74714956709
231,6.76266837806
231.5,6.77301179218
232,6.78335324055
232.5,6.79713878364
233,6.81264335157
233.5,6.82814351215
234,6.83847450701
234.5,6.85224612709
235,6.85396733553
235.5,6.86773505209
236,6.87461761063
236.5,6.88321959136
237,6.88838013089
237.5,6.89697994932
238,6.91073685105
238.5,6.9193331614
239,6.9382403028
239.5,6.95542296338
240,6.96229452293
240.5,6.96916522345
241,6.9777523919
241.5,6.99148907386
242,6.9949227087
242.5,7.0035058591
243,7.01723611862
243.5,7.03610964329
244,7.04468638406
244.5,7.05326179245
245,7.0669796771
245.5,7.07383734263
246,7.07726585643
246.5,7.09440523836
247,7.10297293913
247.5,7.12181721673
248,7.1286680929
248.5,7.14236730679
249,7.15948656988
249.5,7.17317818199
250,7.18173372704
250.5,7.18515557649
251,7.19541986203
251.5,7.20397198728
252,7.21423280388
252.5,7.22620136834
253,7.2432948613
253.5,7.2552571908
254,7.26550857635
254.5,7.27746614889
255,7.28771346111
255.5,7.29112881459
256,7.29795889606
256.5,7.31161655881
257,7.32185762021
257.5,7.33721570376
258,7.34574615501
258.5,7.35427530939
259,7.36791926138
259.5,7.38837897804
260,7.39519722927
260.5,7.40371888136
261,7.41223924332
261.5,7.42757264687
262,7.43097950324
262.5,7.4343861537
263,7.4446048702
263.5,7.45992947493
264,7.46844134678
264.5,7.48546124357
265,7.49396927046
265.5,7.50587835845
266,7.51098148615
266.5,7.51438331573
267,7.52288699567
267.5,7.53479000351
268,7.54839038122
268.5,7.55858852492
269,7.56878483657
269.5,7.57558136068
270,7.59766445186
270.5,7.60615566552
271,7.61804123662
271.5,7.61973897281
272,7.62483187776
272.5,7.63331904103
273,7.64180494058
273.5,7.65198635331
274,7.66555874462
274.5,7.67743194079
275,7.68760700243
275.5,7.69947561908
276,7.70964675932
276.5,7.72320546865
277,7.73167803219
277.5,7.7435375171
278,7.75370083792
278.5,7.75539454967
279,7.76047538499
279.5,7.77232891878
280,7.78248714372
280.5,7.7977211153
281,7.80787485487
281.5,7.82141038817
282,7.83325137062
282.5,7.83832533259
283,7.84678094356
283.5,7.85692604059
284,7.86368844778
284.5,7.86537892579
285,7.87383057351
285.5,7.88397091865
286,7.90086754143
286.5,7.9110031463
287,7.91775923022
287.5,7.92451452591
288,7.93971106174
288.5,7.93971106174
289,7.94308752868
289.5,7.94983987279
290,7.97009219141
290.5,7.98021570223
291,7.99539766239
291.5,8.0038303722
292,8.01900617096
292.5,8.03586353249
293,8.04766078513
293.5,8.05103099044
294,8.0560859334
294.5,8.06956364122
295,8.08135408445
295.5,8.08809041257
296,8.0998771195
296.5,8.12007738016
297,8.12849209908
297.5,8.13858816695
298,8.15036471589
298.5,8.15877508938
299,8.16045701946
299.5,8.17559222246
300,8.18568019189
300.5,8.19240454315
301,8.20921205882
301.5,8.21425337764
302,8.22769478502
302.5,8.23609410777
303,8.2545684075
303.5,8.26632176937
304,8.27471559587
304.5,8.28646495015
305,8.29317781864
305.5,8.29485591672
306,8.30156783307
306.5,8.31498938265
307,8.33008499112
307.5,8.33846977916
308,8.34350008295
308.5,8.35188297484
309,8.37032117091
309.5,8.37702455068
310,8.38707820303
310.5,8.39880531642
311,8.40550548652
311.5,8.41555432808
312,8.42560147469
312.5,8.43229863157
313,8.44903823408
313.5,8.46744637582
314,8.47748479
314.5,8.47915769513
315,8.48584884765
315.5,8.50591781616
316,8.50758992652
316.5,8.51929339222
317,8.5360086654
317.5,8.54603559371
318,8.56107284638
318.5,8.56942524925
319,8.57777649154
319.5,8.58612657415
320,8.59280580586
320.5,8.60783136796
321,8.61283905573
321.5,8.61784632735
322,8.63620276601
322.5,8.64120809813
323,8.65121751738
323.5,8.66789619747
324,8.67956853579
324.5,8.69290559378
325,8.69290559378
325.5,8.70623971418
326,8.71790466262
326.5,8.72290323917
327,8.72790140377
327.5,8.74622448579
328,8.75954689177
328.5,8.77286637809
329,8.78451853642
329.5,8.79616846453
330,8.79949660612
330.5,8.80448847763
331,8.81613458806
331.5,8.82611519843
332,8.8394201401
332.5,8.84939694418
333,8.85272218352
333.5,8.8593721195
334,8.87100776745
334.5,8.88430294176
335,8.89925656302
335.5,8.90590144568
336,8.90756255381
336.5,8.91254560821
337,8.92583177463
337.5,8.93247377941
338,8.94243543976
338.5,8.95073558977
339,8.96733252896
339.5,8.98226594758
340,8.99221954855
340.5,8.99885438942
341,9.00714693652
341.5,9.01212192966
342,9.0204126936
342.5,9.02538661749
343,9.03699088223
343.5,9.04693566058
344,9.05853588073
344.5,9.06350673784
345,9.07676040559
345.5,9.08669879548
346,9.10160339307
346.5,9.10491503948
347,9.11650441036
347.5,9.12312593676
348,9.13636687258
348.5,9.14464102533
349,9.14960498862
349.5,9.16118602977
350,9.17441886803
350.5,9.18930245261
351,9.19591623887
351.5,9.20748867816
352,9.22071169704
352.5,9.2223643776
353,9.22732215709
353.5,9.23723653663
354,9.24880132686
354.5,9.25706058313
355,9.26697025297
355.5,9.27357582888
356,9.28348288784
356.5,9.2950391459
357,9.31154439631
357.5,9.32474547527
358,9.32804531193
358.5,9.33134497546
359,9.34289243522
359.5,9.35773605756
360,9.36927867984
360.5,9.38081918945
361,9.398950013
361.5,9.40389387977
362,9.41213279826
362.5,9.42366548069
363,9.43519606115
363.5,9.44507774454
364,9.45660442732
364.5,9.46483648905
365,9.4714213692
365.5,9.48458908
366,9.49117191148
366.5,9.50433552873
367,9.51420645331
367.5,9.5290099694
368,9.53394370993
368.5,9.54381004481
369,9.5586066843
369.5,9.56518186687
370,9.56682555666
370.5,9.57504337083
371,9.59147582786
371.5,9.60626142834
372,9.62268586721
372.5,9.63418046869
373,9.64403134376
373.5,9.65552211941
374,9.66701083817
374.5,9.67357489767
375,9.68013828667
375.5,9.69326305482
376,9.70146467526
376.5,9.71294518859
377,9.73098186267
377.5,9.74409627557
378,9.74737446236
378.5,9.7506524827
379,9.76212424366
379.5,9.77359396821
380,9.78506165856
380.5,9.79816510232
381,9.80799094538
381.5,9.82436404072
382,9.82927516336
382.5,9.84564288878
383,9.85055240205
383.5,9.85218882403
384,9.86037031596
384.5,9.87509440782
385,9.87836597576
385.5,9.8930859974
386,9.90289749762
386.5,9.90780269398
387,9.92741979176
387.5,9.94049458289
388,9.95356675854
388.5,9.96010186657
389,9.97480347396
389.5,9.98460271222
390,9.9911347237
390.5,10.0009315209
391,10.0139916419
391.5,10.0286811735
392,10.0352088002
392.5,10.0482621099
393,10.0547877937
393.5,10.0613128306
394,10.0743609656
394.5,10.0841453718
395,10.0906675029
395.5,10.100449491
396,10.1118599789
396.5,10.1167495848
397,10.1314162328
397.5,10.1444505238
398,10.1591110349
398.5,10.1639971511
399,10.1672543619
399.5,10.17865334
400,10.1900503602
400.5,10.1949341987
401,10.2030731316
401.5,10.2160933518
402,10.2372457763
402.5,10.2453795355
403,10.2535123021
403.5,10.266522666
404,10.2746528554
404.5,10.2876591001
405,10.2925357892
405.5,10.2974121226
406,10.3039133474
406.5,10.31203899
407,10.3217884594
407.5,10.3266626619
408,10.3412831426
408.5,10.3477801109
409,10.36239599
409.5,10.3721381423
410,10.3802555238
410.5,10.3948643416
411,10.4013561316
411.5,10.4110926432
412,10.4240724704
412.5,10.4386717901
413,10.4467811588
413.5,10.456511116
414,10.4646183436
414.5,10.4905549435
415,10.5164816145
415.5,10.5262015613
416,10.5440178508
416.5,10.5602104258
417,10.5699241211
417.5,10.5796364308
418,10.5796364308
418.5,10.5942023
419,10.6039111511
419.5,10.6136186211
420,10.6281772392
420.5,10.6427327569
421,10.6556683956
421.5,10.6653685211
422,10.6750672736
422.5,10.6815323465
423,10.6831485194
423.5,10.6863807512
424,10.68799681
424.5,10.6960765332
425,10.7057709463
425.5,10.7219252626
426,10.7348459843
426.5,10.7380757858
427,10.7477642814
427.5,10.7606801568
428,10.7735936136
428.5,10.7816632972
429,10.7881183652
429.5,10.7977998366
430,10.8042533977
430.5,10.8123195023
431,10.8139326104
431.5,10.8219975871
432,10.8316743194
432.5,10.8494114869
433,10.8606964143
433.5,10.8671441208
434,10.8784261672
434.5,10.8864836507
435,10.8913176928
435.5,10.8977625598
436,10.9106505042
436.5,10.9203148979
437,10.9267570827
437.5,10.934808977
438,10.9460800686
438.5,10.958959089
439,10.968616797
439.5,10.9831008595
440,10.991146266
440.5,10.9927552365
441,10.997581926
441.5,11.0088429093
442,11.0201020847
442.5,11.0297513692
443,11.044222811
443.5,11.0522612137
444,11.0619060848
444.5,11.0683352646
445,11.0779779341
445.5,11.0892260478
446,11.0956527359
446.5,11.1020788387
447,11.1149292896
447.5,11.1197476061
448,11.1245655941
448.5,11.1325948445
449,11.14543975
449.5,11.1550718999
450,11.1679127298
450.5,11.1839604982
451,11.1935874178
451.5,11.1984003884
452,11.2112333835
452.5,11.2192528296
453,11.2240640634
453.5,11.227271372
454,11.2465121914
454.5,11.3138142443
